id,distance
217666,0.811254526975983
381068,6.054055453934973
495207,0.6015215347016366
409740,1.2838974845695919
723906,0.5818402666468385
577436,1.7108361296772814
742791,0.4012009042684292
809072,0.7936878032640126
892469,0.6593614495549854
822340,2.534018607346074
1053394,0.07434991392132435
1141298,0.3506782071810471
1422993,1.0294572559854753
1538312,0.7980928806613619
1305483,1.477984578447174
1446428,0.8237936824944745
1567217,1.316385207342476
1903320,0.03981102767903935
1745439,0.5456792175276333
1750808,1.316877190409195
1832266,0.6936936894640213
1837190,2.5462268702528768
2041946,1.6559029626330763
1965557,2.5022741936700066
1966544,9.967384776983643
1971325,0.4678584603846203
2026121,10.071489037017615
2380672,22.8038590473736
2166451,5.014001957942787
2181389,0.13633873664071444
2426129,12.663698737790106
2478418,0.5732804768964251
2521708,17.358609346132386
2761481,0.8124462363188468
2915708,0.5589495702061602
3193063,0.3726918007075298
3333016,1.1331865760557966
3512504,1.5758580906715638
3354790,1.038895505690421
3291844,0.45249710453082914
3583498,2.272551517665923
3593066,20.539776361142234
3595022,0.6853307659172203
3301321,0.3732750004403485
3698344,2.408754525938026
3993876,0.3278890971497855
3884177,1.4613905365090778
3782160,0.8595586288261472
3916111,16.086053756779236
4086960,1.3192227762741418
4090694,0.24869679145705825
3950555,1.3650919589278112
4092772,0.16749043747566536
4235156,19.373022377641224
4174988,1.538363584232351
4377952,1.6037980202673465
4190881,0.2917203354998787
4190907,0.35374861425149573
4190935,0.22985091593289766
4279381,0.6431867821009706
4217936,0.4603790366928196
4539576,0.2820422291906185
4446693,2.7660416295045023
4342354,1.5705824673313673
4606495,1.0013741477626257
4607328,0.3341646577117975
4694175,0.8740046453337834
4932856,0.6262316040760089
5333153,8.157395684056002
5359639,1.5567032557583256
5942881,0.04137356209109979
5969845,22.725572456352406
5646542,1.1384212682408685
6026700,1.2432495752055428
5863825,0.32220487206979803
6071529,0.7324993613519633
5707408,10.233105471771834
6087800,0.04137356209109979
6088406,0.04137356209109979
6088589,0.04137356209109979
6448333,0.35759450242998164
6166826,0.6966198548594684
6501809,1.2207002940733356
6215456,0.12398795472042984
6364882,0.13440532690833146
6582765,1.24308774038296
6587661,0.3549158870674945
6288338,0.8672920140097702
6591096,1.394447980120353
6392361,0.4610204870583265
6413718,0.40598343183680324
6627726,2.2506216029045385
6987792,1.075482398832658
6729222,2.561763017544332
6729886,1.3145967901202362
7075255,1.1132894985852027
7247703,0.6026067276550152
7265493,4.538517071319495
7293369,8.68867538916583
7481675,0.2714900766311628
7329068,0.9921867391768971
7623280,0.34741846716140823
7875369,15.708890576859813
7951852,0.2697730454137003
7808514,7.873205752135939
8031865,0.07655282754906446
8113765,13.990721600831804
8252167,17.254505591034086
8589235,13.113806951379619
8226769,7.467384316023664
8764762,0.4943257608993619
8967464,1.3905787095905295
8902720,3.4916042389344164
9119564,1.2260642182526973
9032751,0.22652347161760417
9139170,1.1447270481369045
9210061,5.355312855411906
9415707,1.7738839407634992
9652463,0.4152403891075925
9530118,0.6492989490973078
9883695,2.384901542588265
9581864,0.20945127555597434
9959048,17.130990827397415
9969605,18.48741004644495
10076444,0.12911730556889117
10229082,0.3049235009267703
10109531,0.7237214990197319
10142045,8.478808861104557
10435867,0.6400365108145436
10576751,0.48597030358183874
11141109,0.7486734370473414
10973005,0.9741196562121948
11157369,0.24295405641580176
11355296,0.28661062558761113
